respondent_id,age,gender,city,city_tier,occupation,monthly_income_band,skin_type,skin_tone,climate_zone,water_hardness,known_allergies,concern_acne_breakouts,concern_pigmentation_dark_spots,concern_open_pores,concern_dullness,concern_dark_circles,concern_uneven_skin_tone,concern_dryness_dehydration,concern_anti_ageing_wrinkles,concern_sensitivity_redness,concern_tan_removal,total_concerns,routine_steps,uses_cleanser,uses_moisturiser,uses_sunscreen,uses_serum,uses_acne_treatment,uses_brightening,uses_under_eye_cream,uses_ayurvedic,ingredient_awareness_score,psychographic_type,brand_openness,digital_content_hrs_week,online_shopping_freq,past_product_failure,failure_reason,current_satisfaction_score,preferred_format,preferred_brand_origin,importance_natural_ingredients,purchase_decision_driver,monthly_skincare_spend,premium_willingness,platform_appeal_score,will_signup
RESP_0476,50,Male,Jaipur,Tier 2,Self-employed / Freelancer,"Below ₹20,000",Oily,Wheatish,Semi-Arid,Hard,Fragrance,1,0,1,0,0,1,1,1,0,1,6,4,1,1,0,1,1,0,0,1,2.8,Convenience Seeker,Somewhat willing,3.6,Regularly (2–3 times a month),1,Wrong skin type match,6.0,Gel,Korean (K-beauty),Somewhat Important,Online reviews,1128,Maybe,6.2,1
RESP_0477,20,Female,Vadodara,Tier 2,Student,"Below ₹20,000",Oily,Medium Brown,Semi-Arid,Moderately Hard,Fragrance,1,1,1,1,0,1,0,0,1,0,6,4,1,1,1,1,1,1,0,0,6.0,Ingredient Nerd,Neutral,6.8,Occasionally (once a month),0,N/A,7.4,Gel,International Western,Not Important,Dermatologist recommendation,1707,"Yes, definitely",4.5,1
RESP_0478,30,Male,Indore,Tier 2,Homemaker,"₹20,001–₹40,000",Normal,Wheatish,Moderate,Moderately Hard,Sulfates,0,0,0,0,1,0,0,1,0,1,3,3,1,1,0,1,0,0,1,0,5.2,Ingredient Nerd,Somewhat willing,7.1,Rarely (once in 3–6 months),1,Caused breakouts,5.2,Lotion,Indian / Homegrown,Neutral,Social media / influencer,1216,"Yes, if proven effective",6.0,0
RESP_0479,48,Female,Jaipur,Tier 2,Salaried – Private,"₹70,001–₹1,00,000",Normal,Fair,Semi-Arid,Hard,Sulfates,0,1,0,0,1,0,0,0,0,0,2,5,1,1,1,0,0,1,1,1,5.3,Budget Optimizer,Somewhat reluctant,0.6,Very Frequently (weekly),1,Wrong skin type match,4.4,Lotion,Indian / Homegrown,Not Important,Brand reputation,2521,"Yes, if proven effective",6.8,0
RESP_0480,29,Male,Vadodara,Tier 2,Student,"Below ₹20,000",Oily,Medium Brown,Tropical Humid,Moderately Hard,None,1,1,1,1,1,1,0,1,1,0,8,6,1,0,1,1,1,1,1,1,5.8,Ayurveda Loyalist,Somewhat reluctant,4.1,Regularly (2–3 times a month),0,N/A,6.1,Lotion,Korean (K-beauty),Neutral,Price / discount,1716,No,4.7,0
RESP_0481,32,Female,Mumbai,Tier 1,Salaried – Private,"Above ₹1,00,000",Oily,Fair,Arid,Don't Know,None,1,1,0,0,0,0,0,0,0,0,2,5,0,1,1,0,0,0,0,1,6.0,Minimalist,Very willing,2.3,Very Frequently (weekly),0,N/A,3.9,Serum / Oil,Ayurvedic / Herbal,Very Important,Friend / family word of mouth,6374,"Yes, if proven effective",4.9,1
RESP_0482,34,Male,Kochi,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Oily,Dark Brown,Tropical Humid,Don't Know,Sulfates,0,1,0,1,1,1,0,0,0,1,5,4,1,1,1,1,0,1,0,0,2.5,Minimalist,Somewhat reluctant,1.1,Rarely (once in 3–6 months),1,Misleading claims,5.5,Gel,International Western,Very Important,Price / discount,2446,Maybe,3.8,1
RESP_0483,28,Male,Lucknow,Tier 2,Homemaker,"Below ₹20,000",Oily,Medium Brown,Semi-Arid,Soft,None,1,1,0,0,0,1,0,0,0,0,3,2,1,1,0,1,0,1,0,1,4.1,Trend Follower,Neutral,3.7,Regularly (2–3 times a month),1,Caused breakouts,4.5,Lotion,No preference,Somewhat Important,Price / discount,1041,"Yes, definitely",7.6,1
RESP_0484,32,Female,Coimbatore,Tier 2,Salaried – Private,"₹40,001–₹70,000",Sensitive,Medium Brown,Semi-Arid,Hard,,0,1,0,1,1,0,0,1,1,0,5,5,1,0,1,1,0,1,0,0,4.9,Ingredient Nerd,Very willing,6.4,Regularly (2–3 times a month),1,Wrong skin type match,3.4,Lotion,International Western,Somewhat Important,Ingredient list,3165,"Yes, if proven effective",7.8,0
RESP_0485,31,Female,Ahmedabad,Tier 1,Self-employed / Freelancer,"₹40,001–₹70,000",Combination,Wheatish,Arid,Moderately Hard,Fragrance,0,1,1,1,1,1,1,0,0,0,6,1,1,0,0,0,0,1,0,1,2.6,Convenience Seeker,Somewhat reluctant,5.1,Occasionally (once a month),0,N/A,8.1,Lotion,Indian / Homegrown,Very Important,Brand reputation,2633,"Yes, definitely",3.6,1
RESP_0486,44,Non-binary / Prefer not to say,Mysuru,Tier 3,Student,"Below ₹20,000",Dry,Medium Brown,Semi-Arid,Hard,None,1,0,0,1,1,0,1,0,1,0,5,5,0,1,0,1,0,0,0,1,4.9,Convenience Seeker,Very willing,5.6,Rarely (once in 3–6 months),1,Wrong skin type match,4.4,Cream,Korean (K-beauty),Very Important,Friend / family word of mouth,1329,"Yes, if proven effective",7.1,0
RESP_0487,19,Female,Bangalore,Tier 1,Student,"Below ₹20,000",Sensitive,Wheatish,Tropical Humid,Very Hard,Parabens,0,1,1,1,1,0,0,1,1,1,7,2,1,0,1,1,0,0,1,1,1.3,Ingredient Nerd,Very willing,7.4,Occasionally (once a month),1,No visible results,5.4,Gel,International Western,Neutral,Social media / influencer,1918,"Yes, if proven effective",5.4,0
RESP_0488,24,Male,Lucknow,Tier 2,Salaried – Private,"₹40,001–₹70,000",Combination,Wheatish,Semi-Arid,Soft,Fragrance,1,0,1,0,0,1,0,0,0,1,4,3,0,1,1,1,1,0,0,0,3.7,Minimalist,Neutral,1.2,Regularly (2–3 times a month),1,Wrong skin type match,4.5,Cream,Indian / Homegrown,Very Important,Social media / influencer,2209,Maybe,6.5,1
RESP_0489,47,Female,Mysuru,Tier 3,Salaried – Government,"₹70,001–₹1,00,000",Combination,Dark Brown,Semi-Arid,nan,,0,1,0,0,1,0,0,1,0,1,4,4,0,1,1,0,0,0,0,0,3.8,Trend Follower,Somewhat willing,1.6,Regularly (2–3 times a month),1,No visible results,3.3,Gel,Indian / Homegrown,Somewhat Important,Dermatologist recommendation,3842,No,7.9,1
RESP_0490,43,Female,Indore,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Dry,Fair,Semi-Arid,Don't Know,None,0,0,0,1,0,0,1,1,0,0,3,5,1,1,0,0,0,0,0,0,4.8,Convenience Seeker,Somewhat willing,2.2,Rarely (once in 3–6 months),1,No visible results,4.9,Serum / Oil,No preference,Very Important,Brand reputation,2658,"Yes, if proven effective",4.3,0
RESP_0491,28,Female,Kolkata,Tier 1,Salaried – Private,"Above ₹1,00,000",Dry,Medium Brown,Moderate,Moderately Hard,Multiple,0,1,0,1,0,0,1,0,0,0,3,6,0,0,1,1,0,1,0,1,10.0,Minimalist,Somewhat reluctant,0.6,Occasionally (once a month),1,Caused breakouts,1.6,Foam / Mousse,International Western,Very Important,Dermatologist recommendation,7581,"Yes, if proven effective",6.1,1
RESP_0492,32,Female,Nagpur,Tier 2,Student,"₹20,001–₹40,000",Combination,Medium Brown,Moderate,Soft,Parabens,0,0,0,0,1,1,0,0,0,1,3,3,1,1,1,1,0,0,0,1,2.2,Ayurveda Loyalist,Somewhat reluctant,2.1,Occasionally (once a month),0,N/A,4.1,Gel,International Western,Somewhat Important,Social media / influencer,1040,"Yes, if proven effective",3.1,0
RESP_0493,24,Male,Lucknow,Tier 2,Salaried – Private,"₹70,001–₹1,00,000",Oily,Dark Brown,Semi-Arid,Hard,None,0,1,0,0,1,1,0,0,0,1,4,2,1,0,0,0,0,1,1,0,3.4,Ayurveda Loyalist,Neutral,2.7,Regularly (2–3 times a month),0,N/A,10.0,Lotion,International Western,Somewhat Important,Online reviews,2307,"Yes, if proven effective",1.9,0
RESP_0494,22,Female,Dehradun,Tier 3,Student,"Below ₹20,000",Oily,Medium Brown,Tropical Humid,Hard,Parabens,1,1,1,0,1,1,0,1,0,1,7,7,1,1,0,1,0,1,1,0,5.1,Ayurveda Loyalist,Neutral,2.2,Never,0,N/A,6.0,Gel,No preference,Somewhat Important,Price / discount,1503,No,2.7,0
RESP_0495,28,Female,Varanasi,Tier 3,Student,"Below ₹20,000",Oily,Medium Brown,Semi-Arid,Don't Know,None,0,0,1,0,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,1,2.1,Ayurveda Loyalist,Very reluctant,1.9,Regularly (2–3 times a month),1,Caused breakouts,4.5,Foam / Mousse,Korean (K-beauty),Very Important,Social media / influencer,873,No,5.2,1
RESP_0496,26,Female,Chandigarh,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Dark Brown,Moderate,Hard,None,1,1,0,0,1,0,0,0,0,0,3,4,0,1,0,1,0,0,0,1,3.3,Convenience Seeker,Somewhat willing,4.5,Regularly (2–3 times a month),1,Wrong skin type match,7.1,Serum / Oil,Ayurvedic / Herbal,Somewhat Important,Social media / influencer,1112,No,4.5,1
RESP_0497,31,Female,Patna,Tier 2,Salaried – Private,"₹40,001–₹70,000",Dry,Medium Brown,Tropical Humid,Moderately Hard,Multiple,0,1,0,1,1,0,0,0,0,0,3,6,1,1,0,0,0,0,1,0,7.5,Convenience Seeker,Neutral,3.2,Regularly (2–3 times a month),1,Wrong skin type match,2.8,Lotion,Indian / Homegrown,Very Important,Dermatologist recommendation,3288,Maybe,8.9,0
RESP_0498,20,Male,Kolkata,Tier 1,Salaried – Private,"₹40,001–₹70,000",Combination,Medium Brown,Arid,Hard,Parabens,1,0,0,1,1,0,0,0,0,0,3,6,1,0,1,0,0,0,0,0,7.8,Ayurveda Loyalist,Very reluctant,3.7,Very Frequently (weekly),1,No visible results,5.9,Cream,No preference,Not Important,Social media / influencer,2073,No,8.0,1
RESP_0499,49,Non-binary / Prefer not to say,Ahmedabad,Tier 1,Salaried – Private,"₹20,001–₹40,000",Dry,Medium Brown,Tropical Humid,Soft,Fragrance,0,0,0,0,1,0,1,0,0,0,2,3,1,1,1,0,0,0,1,1,2.7,Ayurveda Loyalist,Neutral,3.7,Occasionally (once a month),1,Caused breakouts,2.3,Powder,Ayurvedic / Herbal,Neutral,Brand reputation,2050,Maybe,5.6,1
RESP_0500,50,Female,Lucknow,Tier 2,Student,,Oily,Wheatish,Arid,Soft,Fragrance,1,1,1,0,0,0,1,0,0,0,4,4,1,1,1,1,1,1,0,1,4.8,Trend Follower,Somewhat willing,11.2,Rarely (once in 3–6 months),1,Ingredient sensitivity,1.0,Lotion,Indian / Homegrown,Somewhat Important,Dermatologist recommendation,1285,"Yes, if proven effective",10.0,1
RESP_0501,34,Male,Bhopal,Tier 2,Student,"Below ₹20,000",Combination,Fair,Moderate,Hard,None,1,1,1,1,0,1,0,0,0,0,5,4,1,1,0,0,0,0,0,0,4.0,Ayurveda Loyalist,Neutral,1.1,Occasionally (once a month),1,No visible results,6.4,Serum / Oil,Indian / Homegrown,Somewhat Important,Dermatologist recommendation,1172,Maybe,5.1,0
RESP_0502,30,Male,Visakhapatnam,Tier 2,Salaried – Government,,Oily,Wheatish,Semi-Arid,Soft,None,1,0,0,0,1,1,0,0,0,0,3,3,1,1,1,0,1,0,0,0,3.5,Trend Follower,Neutral,5.2,Regularly (2–3 times a month),1,Wrong skin type match,2.4,Foam / Mousse,Indian / Homegrown,Very Important,Dermatologist recommendation,2706,"Yes, definitely",8.4,1
RESP_0503,25,Female,Ahmedabad,Tier 1,Student,"Below ₹20,000",Dry,Medium Brown,Tropical Humid,Don't Know,None,0,1,0,1,0,1,1,0,1,0,5,2,1,1,1,0,0,1,0,1,1.8,Minimalist,Somewhat willing,0.9,Occasionally (once a month),1,No visible results,4.5,Serum / Oil,Ayurvedic / Herbal,Neutral,Dermatologist recommendation,907,No,3.8,1
RESP_0504,39,Non-binary / Prefer not to say,Ahmedabad,Tier 1,Salaried – Government,"₹70,001–₹1,00,000",Combination,Wheatish,Semi-Arid,Hard,None,0,0,1,0,0,1,0,1,1,0,4,5,0,1,1,0,0,0,0,1,8.2,Budget Optimizer,Somewhat reluctant,3.5,Regularly (2–3 times a month),1,Ingredient sensitivity,3.7,Serum / Oil,Ayurvedic / Herbal,Somewhat Important,Friend / family word of mouth,4346,No,8.7,1
RESP_0505,34,Female,Patna,Tier 2,Student,,Oily,Medium Brown,Arid,Very Hard,Sulfates,1,0,1,0,1,1,0,0,0,0,4,2,1,0,0,1,1,0,1,0,1.6,Ingredient Nerd,Very willing,2.6,Never,1,Misleading claims,7.3,Cream,Indian / Homegrown,Very Important,Brand reputation,1168,No,3.8,0
RESP_0506,22,Female,Bangalore,Tier 1,Salaried – Private,"₹20,001–₹40,000",Combination,Medium Brown,Tropical Humid,Moderately Hard,None,1,0,1,0,0,1,0,0,0,1,4,4,1,1,0,1,0,0,0,0,5.3,Ayurveda Loyalist,Somewhat reluctant,2.9,Rarely (once in 3–6 months),0,N/A,6.4,Cream,Korean (K-beauty),Somewhat Important,Friend / family word of mouth,1941,"Yes, definitely",3.4,0
RESP_0507,44,Male,Varanasi,Tier 3,Student,"Below ₹20,000",Combination,Wheatish,Tropical Humid,Hard,Fragrance,0,1,0,1,1,1,1,0,0,0,5,4,1,0,0,1,0,1,0,1,2.5,Trend Follower,Neutral,8.6,Never,1,Caused breakouts,5.0,Cream,Indian / Homegrown,Neutral,Friend / family word of mouth,1466,"Yes, definitely",6.7,1
RESP_0508,40,Female,Mumbai,Tier 1,Student,"₹20,001–₹40,000",Oily,Wheatish,Semi-Arid,Soft,None,1,0,1,1,0,1,0,0,0,0,4,3,1,1,0,1,1,0,0,0,4.4,Ayurveda Loyalist,Very reluctant,1.6,Very Frequently (weekly),0,N/A,6.1,Sheet Mask,Korean (K-beauty),Somewhat Important,Online reviews,1804,"Yes, definitely",5.2,0
RESP_0509,46,Male,Bhopal,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Medium Brown,Moderate,Moderately Hard,None,1,1,1,0,0,1,1,0,1,1,7,2,1,1,1,1,1,1,0,0,2.7,Trend Follower,Neutral,10.3,Occasionally (once a month),1,Ingredient sensitivity,4.6,Gel,Indian / Homegrown,Very Important,Social media / influencer,2050,"Yes, if proven effective",7.3,1
RESP_0510,35,Male,Trichy,Tier 3,Homemaker,"Below ₹20,000",Sensitive,Dark Brown,Tropical Humid,Hard,None,0,0,0,1,0,1,1,0,1,0,4,5,1,1,0,0,0,0,0,0,4.4,Trend Follower,Somewhat willing,2.1,Regularly (2–3 times a month),1,No visible results,7.8,Cream,Korean (K-beauty),Somewhat Important,Social media / influencer,1393,"Yes, definitely",4.8,1
RESP_0511,32,Female,Kolkata,Tier 1,Student,"Below ₹20,000",Oily,Medium Brown,Semi-Arid,Moderately Hard,Sulfates,1,1,1,0,1,1,0,0,0,1,6,3,1,0,1,1,1,0,0,0,6.4,Ingredient Nerd,Somewhat willing,5.2,Very Frequently (weekly),0,N/A,5.5,Cream,International Western,Neutral,Online reviews,1341,No,7.3,1
RESP_0512,27,Male,Indore,Tier 2,Salaried – Private,"₹40,001–₹70,000",Normal,Fair,Semi-Arid,Don't Know,Fragrance,0,0,0,1,0,0,1,0,0,0,2,4,1,1,1,0,0,0,0,1,4.5,Convenience Seeker,Somewhat willing,5.0,Rarely (once in 3–6 months),1,Wrong skin type match,2.9,Serum / Oil,Indian / Homegrown,Neutral,Social media / influencer,1626,Maybe,7.3,1
RESP_0513,45,Female,Bangalore,Tier 1,Self-employed / Freelancer,"₹70,001–₹1,00,000",Combination,Medium Brown,Moderate,Don't Know,None,0,1,0,1,1,1,1,1,0,0,6,1,1,1,1,0,0,0,1,0,4.8,Budget Optimizer,Very reluctant,4.0,Rarely (once in 3–6 months),1,Wrong skin type match,4.6,Gel,Indian / Homegrown,Somewhat Important,Dermatologist recommendation,2509,Maybe,4.8,0
RESP_0514,42,Female,Chandigarh,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Dark Brown,Semi-Arid,Soft,Fragrance,1,1,1,0,1,0,0,0,1,1,6,2,0,1,0,0,0,1,1,0,1.1,Ingredient Nerd,Neutral,7.4,Occasionally (once a month),1,No visible results,5.3,Lotion,Korean (K-beauty),Neutral,Ingredient list,2162,"Yes, if proven effective",7.3,1
RESP_0515,19,Male,Vadodara,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Oily,Medium Brown,Arid,Very Hard,Fragrance,1,1,1,0,0,1,0,0,0,0,4,2,1,1,0,0,1,0,0,0,4.2,Ayurveda Loyalist,Very reluctant,3.5,Occasionally (once a month),1,Wrong skin type match,8.1,Cream,No preference,Very Important,Online reviews,1682,"Yes, if proven effective",4.3,1
RESP_0516,18,Male,Lucknow,Tier 2,Student,"Below ₹20,000",Dry,Wheatish,Arid,Soft,Alcohol,0,1,0,0,0,0,1,1,0,0,3,2,1,1,1,0,0,0,0,0,4.0,Ingredient Nerd,Somewhat willing,6.2,Occasionally (once a month),1,Caused breakouts,6.0,Gel,International Western,Very Important,Brand reputation,1386,"Yes, if proven effective",5.8,0
RESP_0517,26,Female,Chandigarh,Tier 2,Business Owner,"₹70,001–₹1,00,000",Dry,Wheatish,Arid,Hard,Sulfates,0,1,1,1,1,0,1,1,0,0,6,2,1,1,1,0,0,1,0,0,4.1,Convenience Seeker,Somewhat reluctant,1.9,Occasionally (once a month),1,Caused breakouts,1.9,Gel,No preference,Very Important,Friend / family word of mouth,3014,"Yes, if proven effective",5.8,1
RESP_0518,39,Female,Agra,Tier 3,Salaried – Private,"₹20,001–₹40,000",Combination,Wheatish,Arid,Moderately Hard,None,1,1,0,1,0,1,0,0,0,1,5,4,1,0,1,1,1,0,0,1,6.2,Convenience Seeker,Somewhat reluctant,0.5,Regularly (2–3 times a month),1,No visible results,3.5,Serum / Oil,Ayurvedic / Herbal,Very Important,Online reviews,1823,Maybe,6.9,1
RESP_0519,50,Male,Mumbai,Tier 1,Salaried – Private,"Above ₹1,00,000",Normal,Wheatish,Arid,Don't Know,None,0,0,0,0,1,0,0,1,0,1,3,1,1,0,0,0,0,0,1,1,0.0,Ayurveda Loyalist,Somewhat reluctant,1.7,Regularly (2–3 times a month),1,Caused breakouts,5.0,Serum / Oil,International Western,Somewhat Important,Ingredient list,3578,"Yes, definitely",6.2,0
RESP_0520,22,Male,Pune,Tier 1,Homemaker,"₹40,001–₹70,000",Combination,Wheatish,Moderate,Don't Know,None,1,0,1,1,1,1,1,0,0,1,7,1,1,1,1,0,1,0,0,0,0.4,Minimalist,Somewhat willing,1.7,Regularly (2–3 times a month),0,N/A,6.5,Cream,Indian / Homegrown,Somewhat Important,Online reviews,2926,Maybe,2.2,1
RESP_0521,31,Male,Ranchi,Tier 3,Salaried – Private,"₹40,001–₹70,000",Oily,Medium Brown,Semi-Arid,Hard,None,1,1,1,1,0,1,0,0,0,1,6,1,1,1,1,0,1,0,0,0,1.0,Convenience Seeker,Very willing,6.8,Never,0,N/A,6.7,Cream,Indian / Homegrown,Somewhat Important,Social media / influencer,2326,Maybe,3.6,0
RESP_0522,26,Female,Bhopal,Tier 2,Salaried – Private,"₹40,001–₹70,000",Normal,Wheatish,Semi-Arid,Moderately Hard,Fragrance,1,1,0,0,0,0,1,0,0,0,3,4,1,0,0,1,1,1,0,0,2.1,Trend Follower,Somewhat willing,6.4,Regularly (2–3 times a month),1,No visible results,3.6,Lotion,International Western,Somewhat Important,Social media / influencer,2229,"Yes, if proven effective",8.4,1
RESP_0523,48,Female,Dehradun,Tier 3,Self-employed / Freelancer,"₹20,001–₹40,000",Normal,Medium Brown,Arid,Very Hard,Alcohol,0,0,0,0,1,0,0,1,0,0,2,4,1,1,1,1,0,0,1,1,1.2,Budget Optimizer,Neutral,4.7,Regularly (2–3 times a month),0,N/A,6.9,Cream,International Western,Somewhat Important,Social media / influencer,1334,No,3.3,0
RESP_0524,41,Female,Jaipur,Tier 2,Salaried – Private,"₹20,001–₹40,000",Sensitive,Wheatish,Tropical Humid,Hard,None,1,0,0,1,0,0,0,0,1,0,3,3,1,0,1,0,1,0,0,1,3.4,Trend Follower,Somewhat willing,8.9,Rarely (once in 3–6 months),0,N/A,5.0,Gel,International Western,Not Important,Friend / family word of mouth,2009,Maybe,5.2,1
RESP_0525,40,Male,Jabalpur,Tier 3,Student,"₹20,001–₹40,000",Dry,Wheatish,Semi-Arid,Hard,Multiple,0,1,0,1,1,0,1,0,0,1,5,4,0,1,0,0,0,0,1,1,3.0,Budget Optimizer,Neutral,2.3,Regularly (2–3 times a month),0,N/A,10.0,Gel,Korean (K-beauty),Very Important,Ingredient list,1468,Maybe,2.6,0
RESP_0526,28,Female,Jaipur,Tier 2,Salaried – Government,"₹40,001–₹70,000",Combination,Medium Brown,Semi-Arid,Hard,None,0,1,0,1,1,1,0,0,0,1,5,4,1,1,1,0,0,1,0,1,2.4,Convenience Seeker,Somewhat willing,4.0,Rarely (once in 3–6 months),1,Too expensive,8.8,Foam / Mousse,Ayurvedic / Herbal,Very Important,Dermatologist recommendation,143,No,3.6,0
RESP_0527,27,Female,Jodhpur,Tier 3,Student,"Below ₹20,000",Combination,Dark Brown,Arid,Moderately Hard,None,1,1,0,1,1,1,1,0,1,0,7,1,1,1,1,0,1,1,1,1,0.2,Convenience Seeker,Somewhat willing,3.3,Regularly (2–3 times a month),1,Misleading claims,1.9,Lotion,Korean (K-beauty),Not Important,Brand reputation,747,"Yes, if proven effective",7.8,1
RESP_0528,24,Non-binary / Prefer not to say,Amritsar,Tier 3,Self-employed / Freelancer,"₹20,001–₹40,000",Oily,Wheatish,Arid,Soft,None,1,0,1,0,0,0,0,1,0,1,4,5,0,1,0,1,1,0,0,0,5.4,Minimalist,Very willing,3.4,Regularly (2–3 times a month),0,N/A,7.0,Lotion,Korean (K-beauty),Not Important,Social media / influencer,1278,"Yes, if proven effective",4.4,1
RESP_0529,19,Female,Indore,Tier 2,Business Owner,"₹70,001–₹1,00,000",Sensitive,Wheatish,Arid,Moderately Hard,None,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,1,4.3,Budget Optimizer,Neutral,3.6,Occasionally (once a month),0,N/A,5.4,Cream,International Western,Neutral,Brand reputation,3449,"Yes, if proven effective",3.9,0
RESP_0530,42,Non-binary / Prefer not to say,Chennai,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Oily,Wheatish,Semi-Arid,Moderately Hard,None,1,1,0,1,1,1,0,0,0,0,5,3,1,1,0,0,0,1,1,0,5.6,Convenience Seeker,Somewhat willing,1.9,Very Frequently (weekly),1,Ingredient sensitivity,6.6,Serum / Oil,No preference,Very Important,Friend / family word of mouth,4387,Maybe,6.1,1
RESP_0531,39,Male,Delhi,Tier 1,Salaried – Private,"₹40,001–₹70,000",Oily,Medium Brown,Semi-Arid,Moderately Hard,None,1,1,0,1,1,0,1,0,0,0,5,5,1,1,0,1,0,1,0,0,5.9,Ayurveda Loyalist,Very reluctant,3.5,Regularly (2–3 times a month),0,N/A,7.9,Serum / Oil,Ayurvedic / Herbal,Neutral,Online reviews,2873,"Yes, if proven effective",5.6,1
RESP_0532,50,Male,Kolkata,Tier 1,Student,"Below ₹20,000",Normal,Dark Brown,Arid,Very Hard,Fragrance,0,0,0,1,0,1,0,0,1,1,4,2,1,1,0,1,0,0,0,1,5.2,Trend Follower,Very willing,7.4,Regularly (2–3 times a month),0,N/A,5.8,Serum / Oil,Ayurvedic / Herbal,Very Important,Brand reputation,110,"Yes, if proven effective",5.1,1
RESP_0533,50,Female,Ahmedabad,Tier 1,Student,"Below ₹20,000",Oily,Medium Brown,Tropical Humid,Moderately Hard,Sulfates,0,1,0,0,0,1,0,0,0,1,3,1,1,0,1,0,0,1,0,0,5.1,Ingredient Nerd,Very willing,6.3,Occasionally (once a month),1,No visible results,4.8,Lotion,International Western,Very Important,Friend / family word of mouth,1316,"Yes, if proven effective",4.6,0
RESP_0534,30,Female,Bangalore,Tier 1,Homemaker,"Above ₹1,00,000",Normal,Medium Brown,Tropical Humid,Moderately Hard,Parabens,1,1,0,1,1,0,1,0,0,1,6,6,1,1,1,0,1,1,1,1,7.6,Ingredient Nerd,Very willing,4.8,Rarely (once in 3–6 months),0,N/A,6.5,Gel,International Western,Very Important,Online reviews,5509,No,2.8,0
RESP_0535,37,Male,Coimbatore,Tier 2,Student,"₹20,001–₹40,000",Combination,Wheatish,Moderate,Soft,None,1,1,0,0,1,0,1,0,0,1,5,3,0,1,1,1,1,1,1,1,3.1,Ingredient Nerd,Somewhat willing,6.5,Regularly (2–3 times a month),1,Too expensive,3.3,Lotion,Ayurvedic / Herbal,Somewhat Important,Dermatologist recommendation,1528,"Yes, definitely",7.1,1
RESP_0536,46,Male,Jaipur,Tier 2,Salaried – Private,"₹40,001–₹70,000",Oily,Fair,Arid,Hard,Fragrance,1,1,0,1,0,0,1,1,0,0,5,3,1,1,1,0,0,0,0,1,3.7,Ingredient Nerd,Very willing,6.9,Rarely (once in 3–6 months),0,N/A,6.0,Serum / Oil,Indian / Homegrown,Somewhat Important,Social media / influencer,3048,"Yes, if proven effective",4.0,1
RESP_0537,41,Male,Nagpur,Tier 2,Self-employed / Freelancer,"₹20,001–₹40,000",Dry,Dark Brown,Tropical Humid,Moderately Hard,Alcohol,0,0,0,1,0,1,1,1,0,0,4,5,1,1,1,0,0,0,0,1,4.0,Ingredient Nerd,Very willing,4.1,Occasionally (once a month),0,N/A,7.6,Cream,No preference,Very Important,Social media / influencer,2096,"Yes, if proven effective",2.2,0
RESP_0538,24,Female,Coimbatore,Tier 2,Homemaker,"₹70,001–₹1,00,000",Combination,Wheatish,Moderate,Moderately Hard,Sulfates,0,0,1,1,1,1,1,1,1,0,7,1,0,1,1,0,0,0,0,0,1.5,Ayurveda Loyalist,Somewhat reluctant,2.4,Occasionally (once a month),1,Caused breakouts,4.0,Powder,International Western,Somewhat Important,Friend / family word of mouth,3510,"Yes, if proven effective",6.0,1
RESP_0539,28,Male,Pune,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Combination,Fair,Moderate,Hard,None,1,0,1,0,0,1,1,1,0,0,5,2,1,1,1,0,0,0,0,1,4.5,Convenience Seeker,Neutral,3.7,Rarely (once in 3–6 months),0,N/A,5.6,Sheet Mask,Korean (K-beauty),Somewhat Important,Online reviews,2406,Maybe,3.7,1
RESP_0540,21,Male,Kolkata,Tier 1,Salaried – Private,"Above ₹1,00,000",Sensitive,Dark Brown,Semi-Arid,Don't Know,None,1,1,0,0,1,0,0,1,1,0,5,2,1,1,0,0,0,0,1,0,4.2,Ingredient Nerd,Somewhat willing,4.7,Regularly (2–3 times a month),0,N/A,4.9,Sheet Mask,Korean (K-beauty),Not Important,Friend / family word of mouth,4416,No,5.4,1
RESP_0541,47,Male,Ahmedabad,Tier 1,Salaried – Government,"₹40,001–₹70,000",Normal,Wheatish,Semi-Arid,Moderately Hard,Fragrance,0,0,0,0,1,0,1,1,0,0,3,5,1,1,1,0,0,0,0,0,7.1,Ayurveda Loyalist,Somewhat reluctant,2.5,Very Frequently (weekly),1,No visible results,9.0,Lotion,Indian / Homegrown,Very Important,Brand reputation,2188,No,5.9,0
RESP_0542,31,Male,Kochi,Tier 2,Business Owner,"Below ₹20,000",Dry,Fair,Semi-Arid,Moderately Hard,Multiple,1,0,0,1,0,0,1,1,0,0,4,3,0,1,0,1,1,0,0,1,1.8,Budget Optimizer,Neutral,1.2,Occasionally (once a month),1,Wrong skin type match,3.7,Lotion,Korean (K-beauty),Somewhat Important,Social media / influencer,757,"Yes, definitely",4.9,0
